gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.124246165,-0.97717875,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.14418773,-0.97691387,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.14584953,-0.97689176,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8
0,0.0,1,1,-1.0738428,1,2,1,0,2,2,0,2,0,0,1,3,0.97342443,-0.7784025,0,1,0.8781,High Risk,Upgrade to 2-year contract with 20% discount,87.8
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.15249671,-0.9768035,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8
0,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,2,2,0,1,2,0.9784098,-0.54558814,1,1,0.8774,High Risk,Upgrade to 2-year contract with 20% discount,87.7
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.3236618,-0.97452986,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.34360337,-0.974265,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6
0,0.0,1,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.322,-0.9745519,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.31369102,-0.9746623,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6
1,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,2,0,1,2,0.68261,-0.8905163,1,1,0.8745,High Risk,Upgrade to 2-year contract with 20% discount,87.4
0,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.20733601,-0.97607505,1,1,0.8718,High Risk,Upgrade to 2-year contract with 20% discount,87.2
1,0.0,0,0,-0.8295206,1,2,1,0,0,2,0,2,2,0,1,2,1.1528986,-0.4775782,1,1,0.8717,High Risk,Upgrade to 2-year contract with 20% discount,87.2
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.20235063,-0.9761413,1,1,0.8718,High Risk,Upgrade to 2-year contract with 20% discount,87.2
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.5064595,-0.97210175,1,1,0.8695,High Risk,Upgrade to 2-year contract with 20% discount,87.0
1,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,2,0,1,2,0.69424254,-0.8578026,1,1,0.8686,High Risk,Upgrade to 2-year contract with 20% discount,86.9
0,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,0,0,1,2,0.67928636,-0.79780555,1,1,0.8678,High Risk,Upgrade to 2-year contract with 20% discount,86.8
1,0.0,1,0,-0.4630373,1,2,1,0,0,2,2,2,2,0,1,2,1.3739175,-0.014112751,1,1,0.8679,High Risk,Upgrade to 2-year contract with 20% discount,86.8
1,0.0,0,0,-1.1960039,1,0,1,0,0,2,2,2,2,0,1,2,1.1279715,-0.8777796,1,1,0.8666,High Risk,Upgrade to 2-year contract with 20% discount,86.7
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,1,2,0.69424254,-0.9272915,1,1,0.866,High Risk,Upgrade to 2-year contract with 20% discount,86.6
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,2,0,1,2,0.7058751,-0.93437725,1,1,0.866,High Risk,Upgrade to 2-year contract with 20% discount,86.6
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,2,2,0,0,3,1.0266019,-0.96519256,1,1,0.8664,High Risk,Upgrade to 2-year contract with 20% discount,86.6
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.24389555,-0.9755894,0,1,0.8659,High Risk,Upgrade to 2-year contract with 20% discount,86.6
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,2,0,0,1,2,0.68759537,-0.9696957,1,1,0.8653,High Risk,Upgrade to 2-year contract with 20% discount,86.5
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.12923156,-0.97711253,1,1,0.8652,High Risk,Upgrade to 2-year contract with 20% discount,86.5
1,0.0,0,0,-0.9516817,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962,-0.6018768,1,1,0.8635,High Risk,Upgrade to 2-year contract with 20% discount,86.4
1,0.0,1,0,-1.2774446,1,2,1,2,0,0,0,0,0,0,1,2,0.51643026,-0.9719693,1,1,0.8642,High Risk,Upgrade to 2-year contract with 20% discount,86.4
0,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,0,0,1,2,0.6394032,-0.8199016,0,1,0.8636,High Risk,Upgrade to 2-year contract with 20% discount,86.4
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,2,2,0,1,2,1.0199548,-0.83255,1,1,0.8641,High Risk,Upgrade to 2-year contract with 20% discount,86.4
0,0.0,0,1,-1.1552835,1,0,1,0,0,2,2,2,2,0,1,0,1.10803,-0.83246166,1,1,0.8628,High Risk,Upgrade to 2-year contract with 20% discount,86.3
0,0.0,0,0,-1.2774446,1,0,1,2,0,0,0,2,2,0,1,2,1.0249401,-0.96521467,1,1,0.8624,High Risk,Upgrade to 2-year contract with 20% discount,86.2
0,0.0,1,0,-1.0738428,1,2,1,0,0,0,0,0,2,0,1,2,0.6510358,-0.7977614,1,1,0.8609,High Risk,Upgrade to 2-year contract with 20% discount,86.1
0,0.0,1,0,-1.1552835,1,2,1,0,0,0,0,2,0,0,1,2,0.61447626,-0.8714223,0,1,0.861,High Risk,Upgrade to 2-year contract with 20% discount,86.1
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,2,0.5712696,-0.9712408,1,1,0.8611,High Risk,Upgrade to 2-year contract with 20% discount,86.1
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,2,0.543019,-0.9716161,1,1,0.8611,High Risk,Upgrade to 2-year contract with 20% discount,86.1
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,2,0,1,2,1.009984,-0.92049277,1,1,0.8612,High Risk,Upgrade to 2-year contract with 20% discount,86.1
0,0.0,1,0,-0.8702409,1,2,1,0,2,0,0,2,2,0,1,2,1.2376502,-0.5017713,1,1,0.8602,High Risk,Upgrade to 2-year contract with 20% discount,86.0
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,2,0,1,2,0.6959043,-0.93245685,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,1,2,0.6909189,-0.92466474,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0
0,0.0,1,0,-1.2367243,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164,-0.9002288,1,1,0.8604,High Risk,Upgrade to 2-year contract with 20% discount,86.0
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,0,2,0,1,2,0.79062676,-0.9282849,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.20733601,-0.97607505,1,1,0.8591,High Risk,Upgrade to 2-year contract with 20% discount,85.9
1,0.0,1,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,1,3,0.7341257,-0.9383947,1,1,0.8586,High Risk,Upgrade to 2-year contract with 20% discount,85.9
0,0.0,1,0,-0.8702409,1,2,1,0,0,2,2,2,2,0,1,0,1.3057839,-0.5069366,1,1,0.8583,High Risk,Upgrade to 2-year contract with 20% discount,85.8
1,0.0,0,0,-1.2774446,0,1,0,0,0,2,0,0,2,0,1,2,-0.8346107,-0.98991543,1,1,0.8578,High Risk,Upgrade to 2-year contract with 20% discount,85.8
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,0,2,0,1,2,0.6726392,-0.96989435,1,1,0.8566,High Risk,Upgrade to 2-year contract with 20% discount,85.7
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.2123214,-0.97600883,1,1,0.8565,High Risk,Upgrade to 2-year contract with 20% discount,85.6
0,0.0,0,0,-1.0738428,1,2,1,0,0,0,0,2,2,0,1,0,0.9568065,-0.7706104,1,1,0.8556,High Risk,Upgrade to 2-year contract with 20% discount,85.6
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,1,0.51144487,-0.9720355,1,1,0.8562,High Risk,Upgrade to 2-year contract with 20% discount,85.6
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,3,0.31535283,-0.97464025,1,1,0.856,High Risk,Upgrade to 2-year contract with 20% discount,85.6
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368,-0.9357017,1,1,0.8556,High Risk,Upgrade to 2-year contract with 20% discount,85.6
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.52473927,-0.9718589,1,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5
1,0.0,0,0,-1.1960039,1,2,1,0,2,2,0,2,2,0,1,2,1.337358,-0.8774264,1,1,0.8551,High Risk,Upgrade to 2-year contract with 20% discount,85.5
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,2,0.5330482,-0.97174853,1,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.52473927,-0.9718589,0,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5
0,0.0,0,0,-1.1552835,1,0,1,0,2,2,0,2,2,0,1,1,1.1645311,-0.8119108,1,1,0.854,High Risk,Upgrade to 2-year contract with 20% discount,85.4
1,0.0,0,0,-0.9516817,1,2,1,0,2,0,0,2,2,0,1,1,1.1528986,-0.60152364,1,1,0.8541,High Risk,Upgrade to 2-year contract with 20% discount,85.4
1,0.0,0,0,-0.9516817,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131,-0.6018106,0,1,0.8541,High Risk,Upgrade to 2-year contract with 20% discount,85.4
0,0.0,1,1,-1.1145631,1,0,1,0,2,0,2,2,2,0,1,3,1.1429278,-0.80210996,1,1,0.8533,High Risk,Upgrade to 2-year contract with 20% discount,85.3
0,0.0,1,0,-1.1960039,1,2,1,0,0,0,0,2,2,0,1,2,1.0116458,-0.87813276,1,1,0.8527,High Risk,Upgrade to 2-year contract with 20% discount,85.3
0,0.0,0,0,-0.992402,1,2,1,0,0,0,2,2,2,0,1,1,1.1761637,-0.6063137,0,1,0.852,High Risk,Upgrade to 2-year contract with 20% discount,85.2
1,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,2,0,0,1,2,-0.16324471,-0.98099756,1,1,0.8516,High Risk,Upgrade to 2-year contract with 20% discount,85.2
1,0.0,0,0,-1.0331224,1,2,1,0,0,2,0,2,0,0,1,2,0.853775,-0.745424,1,1,0.8512,High Risk,Upgrade to 2-year contract with 20% discount,85.1
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,2,0,0,1,2,0.69424254,-0.86541814,1,1,0.8513,High Risk,Upgrade to 2-year contract with 20% discount,85.1
0,0.0,0,0,-1.1552835,1,2,1,0,0,2,0,0,2,0,1,2,0.80059755,-0.842991,1,1,0.8504,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.14418773,-0.97691387,1,1,0.8504,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,3,0.34194157,-0.97428703,1,1,0.8495,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,1,1,-1.1552835,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133,-0.83908385,1,1,0.8504,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.15415852,-0.9767814,1,1,0.8504,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,2,0,0,1,2,-0.9409657,-0.9913282,1,1,0.8504,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,3,0.322,-0.9745519,1,1,0.8495,High Risk,Upgrade to 2-year contract with 20% discount,85.0
0,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,2,0,1,2,-0.15327394,-0.9808651,1,1,0.8493,High Risk,Upgrade to 2-year contract with 20% discount,84.9
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17243828,-0.9765386,1,1,0.8478,High Risk,Upgrade to 2-year contract with 20% discount,84.8
1,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,0,2,0,1,2,-0.97087806,-0.9917255,1,1,0.8481,High Risk,Upgrade to 2-year contract with 20% discount,84.8
1,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742017,-0.9917697,1,1,0.8481,High Risk,Upgrade to 2-year contract with 20% discount,84.8
1,0.0,1,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,0,0.3269854,-0.9744857,1,1,0.8481,High Risk,Upgrade to 2-year contract with 20% discount,84.8
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.20068882,-0.9761633,1,1,0.8477,High Risk,Upgrade to 2-year contract with 20% discount,84.8
0,0.0,0,0,-0.4630373,1,2,1,0,0,0,0,2,2,0,1,2,1.0831031,-0.071703784,1,1,0.8473,High Risk,Upgrade to 2-year contract with 20% discount,84.7
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,0,0,0,1,2,0.45826736,-0.94139683,1,1,0.8459,High Risk,Upgrade to 2-year contract with 20% discount,84.6
1,0.0,0,0,-1.2367243,0,1,0,0,0,2,0,2,2,0,1,2,-0.51554567,-0.9675324,1,1,0.8464,High Risk,Upgrade to 2-year contract with 20% discount,84.6
0,0.0,0,0,-0.8295206,1,0,1,0,0,2,0,2,2,0,1,2,1.0382345,-0.53852445,1,1,0.8437,High Risk,Upgrade to 2-year contract with 20% discount,84.4
1,0.0,0,1,-1.2367243,1,0,0,0,0,0,0,0,2,0,1,2,-0.31446823,-0.95945334,0,1,0.844,High Risk,Upgrade to 2-year contract with 20% discount,84.4
0,0.0,1,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,1,2,0.64106506,-0.94823974,0,1,0.843,High Risk,Upgrade to 2-year contract with 20% discount,84.3
1,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,2,0,0,1,2,0.6676538,-0.9699606,1,1,0.8426,High Risk,Upgrade to 2-year contract with 20% discount,84.3
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,2,0,1,2,0.64106506,-0.9252828,0,1,0.843,High Risk,Upgrade to 2-year contract with 20% discount,84.3
1,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,2,2,0,0,2,0.9900424,-0.48932156,0,1,0.8433,High Risk,Upgrade to 2-year contract with 20% discount,84.3
0,0.0,0,0,-0.992402,1,2,1,0,2,2,0,2,2,0,1,2,1.3539759,-0.6411906,1,1,0.841,High Risk,Upgrade to 2-year contract with 20% discount,84.1
0,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,2,0,0,1,2,-0.9642309,-0.99163723,1,1,0.8413,High Risk,Upgrade to 2-year contract with 20% discount,84.1
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.14418773,-0.97691387,1,1,0.8403,High Risk,Upgrade to 2-year contract with 20% discount,84.0
0,0.0,0,0,-1.0738428,1,2,1,0,2,0,0,2,0,0,1,2,0.8305099,-0.7634363,0,1,0.839,High Risk,Upgrade to 2-year contract with 20% discount,83.9
0,0.0,1,0,-1.0738428,1,2,1,0,2,0,0,0,2,0,1,2,0.8637458,-0.7812721,0,1,0.839,High Risk,Upgrade to 2-year contract with 20% discount,83.9
0,0.0,0,0,-1.1145631,1,2,1,0,2,0,0,2,0,0,1,2,0.86540765,-0.8063261,1,1,0.839,High Risk,Upgrade to 2-year contract with 20% discount,83.9
0,0.0,0,0,-1.0738428,1,2,1,0,2,0,0,2,0,0,1,2,0.84214246,-0.7772767,1,1,0.839,High Risk,Upgrade to 2-year contract with 20% discount,83.9
1,0.0,1,0,-1.2774446,1,0,1,2,0,0,0,2,2,0,1,2,1.0049986,-0.96547955,1,1,0.8378,High Risk,Upgrade to 2-year contract with 20% discount,83.8
1,0.0,1,0,-0.8295206,1,2,1,0,2,0,0,2,2,0,1,2,1.2160468,-0.46945497,1,1,0.8368,High Risk,Upgrade to 2-year contract with 20% discount,83.7
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,2,0,0,1,2,0.66599196,-0.76595277,1,1,0.8363,High Risk,Upgrade to 2-year contract with 20% discount,83.6
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.17243828,-0.9765386,1,1,0.8351,High Risk,Upgrade to 2-year contract with 20% discount,83.5
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,2,0,0,3,0.6992279,-0.96954113,1,1,0.8337,High Risk,Upgrade to 2-year contract with 20% discount,83.4
0,0.0,0,0,-1.1552835,1,2,1,0,2,0,0,0,2,0,1,2,0.80392116,-0.8506065,1,1,0.834,High Risk,Upgrade to 2-year contract with 20% discount,83.4
1,0.0,0,0,-1.1145631,1,2,1,0,2,0,0,0,2,0,1,2,0.8321717,-0.7855324,1,1,0.8344,High Risk,Upgrade to 2-year contract with 20% discount,83.4
1,0.0,0,0,-1.1552835,1,2,1,0,2,0,0,0,2,0,1,2,0.8404807,-0.8449114,1,1,0.8344,High Risk,Upgrade to 2-year contract with 20% discount,83.4
0,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,0,2,0,1,2,0.657683,-0.7218489,1,1,0.8342,High Risk,Upgrade to 2-year contract with 20% discount,83.4
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,2,0,1,3,0.67928636,-0.7414065,1,1,0.8342,High Risk,Upgrade to 2-year contract with 20% discount,83.4
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,2,0.7839796,-0.9684154,1,1,0.8329,High Risk,Upgrade to 2-year contract with 20% discount,83.3
1,0.0,0,0,-1.2367243,1,2,1,0,2,0,0,0,0,0,1,2,0.4881797,-0.94333935,0,1,0.8329,High Risk,Upgrade to 2-year contract with 20% discount,83.3
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.17077649,-0.97656065,1,1,0.8323,High Risk,Upgrade to 2-year contract with 20% discount,83.2
1,0.0,0,0,-1.1145631,1,2,1,0,2,2,0,0,0,0,1,2,0.68261,-0.82016647,1,1,0.832,High Risk,Upgrade to 2-year contract with 20% discount,83.2
1,0.0,0,0,-1.2367243,1,2,1,0,2,0,0,0,0,0,1,2,0.57293135,-0.9259009,1,1,0.8298,High Risk,Upgrade to 2-year contract with 20% discount,83.0
0,0.0,1,1,-0.91096133,1,2,1,0,2,2,0,2,2,0,1,1,1.2409737,-0.53554446,1,1,0.8295,High Risk,Upgrade to 2-year contract with 20% discount,83.0
1,0.0,1,0,-1.0738428,1,2,1,0,0,2,0,0,0,0,1,2,0.5330482,-0.8056197,0,1,0.8302,High Risk,Upgrade to 2-year contract with 20% discount,83.0
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,0,0,0,1,2,0.33695617,-0.97435325,1,1,0.8297,High Risk,Upgrade to 2-year contract with 20% discount,83.0
0,0.0,1,1,-1.1960039,1,2,1,0,0,0,0,0,2,0,1,0,0.6643302,-0.89049417,1,1,0.8293,High Risk,Upgrade to 2-year contract with 20% discount,82.9
1,0.0,0,0,-1.1960039,1,2,1,0,2,2,0,2,2,0,1,0,1.3489906,-0.86471176,1,1,0.8279,High Risk,Upgrade to 2-year contract with 20% discount,82.8
1,0.0,1,0,-1.2774446,0,1,0,0,0,2,0,2,2,0,1,2,-0.47898614,-0.9851916,1,1,0.828,High Risk,Upgrade to 2-year contract with 20% discount,82.8
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,2,2,2,0,1,2,1.0415581,-0.8072532,1,1,0.8269,High Risk,Upgrade to 2-year contract with 20% discount,82.7
0,0.0,0,0,-1.1960039,1,2,1,0,2,0,0,0,0,0,1,2,0.4865179,-0.9168947,1,1,0.8255,High Risk,Upgrade to 2-year contract with 20% discount,82.6
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,2,0,1,2,0.7324639,-0.73354816,1,1,0.8263,High Risk,Upgrade to 2-year contract with 20% discount,82.6
0,0.0,0,0,-1.2774446,1,0,1,0,2,2,0,0,0,0,1,2,0.58290213,-0.9710863,1,1,0.8255,High Risk,Upgrade to 2-year contract with 20% discount,82.6
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007,-0.97651654,1,1,0.8259,High Risk,Upgrade to 2-year contract with 20% discount,82.6
1,0.0,0,0,-1.2774446,0,1,0,0,2,2,0,0,2,0,1,2,-0.7132995,-0.988304,1,1,0.8241,High Risk,Upgrade to 2-year contract with 20% discount,82.4
0,0.0,0,0,-0.8295206,1,0,1,2,0,0,2,2,2,0,1,0,1.1346188,-0.5125434,1,1,0.8243,High Risk,Upgrade to 2-year contract with 20% discount,82.4
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,2,0,1,2,0.7058751,-0.96945286,1,1,0.8243,High Risk,Upgrade to 2-year contract with 20% discount,82.4
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,0,0,1,2,0.3701921,-0.944134,1,1,0.8243,High Risk,Upgrade to 2-year contract with 20% discount,82.4
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.5259182,-0.99909824,1,1,0.8236,High Risk,Upgrade to 2-year contract with 20% discount,82.4
0,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,0,0,1,1,0.6111527,-0.81049806,1,1,0.8241,High Risk,Upgrade to 2-year contract with 20% discount,82.4
0,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,2,0,0,1,2,0.7224931,-0.75025815,1,1,0.824,High Risk,Upgrade to 2-year contract with 20% discount,82.4
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,0,0.1574821,-0.97673726,1,1,0.8227,High Risk,Upgrade to 2-year contract with 20% discount,82.3
0,0.0,0,0,-0.9516817,1,2,1,0,0,2,0,2,0,0,1,2,0.84214246,-0.6468195,0,1,0.8232,High Risk,Upgrade to 2-year contract with 20% discount,82.3
1,0.0,1,1,-1.1552835,1,2,1,0,0,2,0,2,2,0,0,2,1.2093996,-0.83705306,1,1,0.8227,High Risk,Upgrade to 2-year contract with 20% discount,82.3
1,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,1,2,-0.47566256,-0.9851475,1,1,0.823,High Risk,Upgrade to 2-year contract with 20% discount,82.3
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,0,0.16412929,-0.976649,1,1,0.8216,High Risk,Upgrade to 2-year contract with 20% discount,82.2
1,0.0,1,0,-1.0738428,1,2,1,0,0,0,0,2,0,0,1,2,0.6011819,-0.8042291,1,1,0.822,High Risk,Upgrade to 2-year contract with 20% discount,82.2
0,0.0,0,0,-1.1552835,1,2,1,0,0,2,0,2,0,0,1,2,0.8122301,-0.8545798,1,1,0.8222,High Risk,Upgrade to 2-year contract with 20% discount,82.2
0,0.0,0,0,-1.1960039,1,0,1,2,0,2,0,2,2,0,1,1,1.1379423,-0.8805388,1,1,0.8201,High Risk,Upgrade to 2-year contract with 20% discount,82.0
1,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,2,0,1,0,1.0000132,-0.80310327,1,1,0.8198,High Risk,Upgrade to 2-year contract with 20% discount,82.0
0,0.0,0,1,-1.1552835,1,2,1,0,2,0,0,2,0,0,0,3,0.8255245,-0.84599304,1,1,0.8197,High Risk,Upgrade to 2-year contract with 20% discount,82.0
1,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,2,0,0,1,2,0.68427175,-0.67251354,1,1,0.8188,High Risk,Upgrade to 2-year contract with 20% discount,81.9
1,0.0,0,0,-0.78880024,1,2,1,0,0,0,2,2,2,0,1,3,1.1379423,-0.43274593,1,1,0.8193,High Risk,Upgrade to 2-year contract with 20% discount,81.9
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,3,0.53471005,-0.9717265,1,1,0.8187,High Risk,Upgrade to 2-year contract with 20% discount,81.9
1,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,2,0,1,2,0.6726392,-0.96989435,0,1,0.8187,High Risk,Upgrade to 2-year contract with 20% discount,81.9
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,2,0,0,0,2,0.6560212,-0.97011507,1,1,0.8189,High Risk,Upgrade to 2-year contract with 20% discount,81.9
1,0.0,1,0,-0.91096133,1,2,1,0,0,2,0,0,2,0,1,2,0.8321717,-0.6037752,1,1,0.8183,High Risk,Upgrade to 2-year contract with 20% discount,81.8
0,0.0,0,0,-1.1145631,1,0,1,0,2,0,0,2,2,0,1,2,1.0465435,-0.78118384,1,1,0.8175,High Risk,Upgrade to 2-year contract with 20% discount,81.8
1,0.0,1,0,-1.1145631,1,2,1,0,0,2,0,0,0,0,1,0,0.50313586,-0.8555731,1,1,0.8166,High Risk,Upgrade to 2-year contract with 20% discount,81.7
1,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,2,2,0,1,2,1.0216166,-0.64138925,1,1,0.8158,High Risk,Upgrade to 2-year contract with 20% discount,81.6
0,0.0,1,0,-1.1960039,1,0,1,0,0,0,0,2,0,0,1,2,0.5197539,-0.9085066,1,1,0.8158,High Risk,Upgrade to 2-year contract with 20% discount,81.6
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,2,0,1,2,0.85211325,-0.9331632,1,1,0.8153,High Risk,Upgrade to 2-year contract with 20% discount,81.5
0,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,0,2,0,1,2,0.6543594,-0.6707918,1,1,0.8152,High Risk,Upgrade to 2-year contract with 20% discount,81.5
0,0.0,1,0,-0.992402,1,2,1,0,0,0,0,0,2,0,1,2,0.6394032,-0.73661643,1,1,0.8152,High Risk,Upgrade to 2-year contract with 20% discount,81.5
1,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,2,2,0,1,0,1.0249401,-0.7229526,1,1,0.8135,High Risk,Upgrade to 2-year contract with 20% discount,81.4
1,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,2,0.40508986,-0.9065861,1,1,0.8134,High Risk,Upgrade to 2-year contract with 20% discount,81.3
0,0.0,0,0,-0.34087622,1,2,1,0,0,2,0,2,2,0,1,2,1.1296333,0.05535409,1,1,0.8131,High Risk,Upgrade to 2-year contract with 20% discount,81.3
